#{"t_start": 1632852963.214786, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
0.008769,2,2.766702
-0.087852,3,2.966578
-0.013953,1,3.025297
0.001519,2,3.156855
-0.003779,5,3.487235
-0.041998,4,3.728093
-0.030785,2,3.856283
0.034231,2,3.969224
-0.036338,7,4.431225
-0.038271,1,4.506568
0.031635,7,4.952879
-0.032213,3,5.158113
-0.126656,1,5.217998
-0.012984,5,5.556328
-0.102384,3,5.744303
-0.012243,4,6.000309
-0.046718,6,6.379209
-0.032584,2,6.516037
0.005295,9,7.082017
0.065853,2,7.23336
0.056735,3,7.428976
-0.005629,1,7.497625
0.001584,4,7.73991
0.030061,1,7.810389
0.011959,2,7.956566
0.014636,1,8.030079
0.044522,1,8.111115
0.001678,2,8.244039
-0.090237,2,8.370018
0.003661,5,8.69971
-0.019918,2,8.832153
0.002965,7,9.317383
-0.013781,7,9.749005
0.001112,3,9.945319
-0.016253,1,10.013247
-0.007663,1,10.083682
0.081723,2,10.209006
-0.082947,5,10.53874
-0.055093,1,10.616305
-0.06761,6,11.035402
-0.011757,1,11.103549
-0.093684,5,11.414012
-0.033459,3,11.593189
-0.017558,5,11.9325
0.033263,4,12.176845
0.11397,2,12.303684
-0.079163,5,12.62772
-0.065605,4,12.880641
0.039194,4,13.149614
-0.02364,2,13.268851
-0.021504,4,13.512597
0.001974,1,13.580866
0.032044,4,13.82668
0.131612,6,14.210766
-0.052307,1,14.272813
0.036562,5,14.606927
0.032334,4,14.86463
-0.047632,2,15.002084
-0.047753,1,15.076451
0.015318,2,15.207024
-0.006113,1,15.277535
0.017373,4,15.544164
0.073799,2,15.699852
0.000582,2,15.826669
0.055307,4,16.095874
-0.029548,5,16.437099
-0.040491,4,16.714148
0.029827,5,17.056091
-0.103725,1,17.128234
0.019832,4,17.395292
0.053709,3,17.590948
0.002775,8,18.100465
0.060995,4,18.358566
-0.04918,3,18.554291
0.005201,4,18.815208
-0.046199,4,19.075082
0.048997,5,19.393533
-0.030075,5,19.714685
-0.017729,2,19.849433
0.015099,3,20.053828
-0.015477,2,20.174595
-0.016037,4,20.437473
-0.01517,6,20.830903
-0.01878,3,21.039351
0.039066,6,21.401988
-0.011761,2,21.531823
-0.04522,3,21.731357
-0.056185,6,22.129728
0.005511,5,22.439827
0.0337,3,22.643398
0.021751,2,22.785526
0.009546,7,23.240126
0.001928,3,23.418781
-0.035131,2,23.545987
0.028016,1,23.615716
-0.176836,3,23.816422
-0.018582,4,24.079692
-0.039588,3,24.262855
0.005331,1,24.328034
-0.010353,3,24.538515
-0.301436,2,24.660806
-0.131579,1,24.734693
-0.004352,3,24.917971
-0.018562,5,25.257967
0.03176,4,25.553162
-0.22039,3,25.748142
-0.049149,3,25.938529
-0.024382,6,26.316028
-0.079091,5,26.684948
0.11066,2,26.837143
-0.023581,4,27.092121
-0.062656,2,27.24652
0.030663,3,27.42407
-0.029652,2,27.543811
-0.122833,4,27.806231
-0.02323,2,27.939068
-0.014115,4,28.19167
-0.058375,5,28.511725
-0.021796,1,28.58291
-0.054712,2,28.715962
0.022155,7,29.196465
0.002119,5,29.542494
-0.012485,4,29.799094
0.00108,3,29.995865
-0.036242,3,30.179273
-0.242152,2,30.308209
0.031901,1,30.377798
-0.027524,8,30.895368
-0.008363,7,31.340009
-0.013778,2,31.478058
0.081425,2,31.60926
-0.033529,3,31.809674
-0.019103,3,31.996057
-0.031351,2,32.124425
-0.008401,6,32.520751
-0.008612,7,32.965102
0.037227,1,33.036794
0.107081,9,33.64057
0.109348,3,33.847566
0.031094,2,33.980517
0.030658,4,34.273061
-0.003091,7,34.714962
0.02407,5,35.040151
0.085241,6,35.450014
-0.037629,3,35.654801
-0.06651,1,35.728936
0.009598,3,35.921714
-0.012562,5,36.254642
0.050751,5,36.576028
0.020967,3,36.790955
0.027294,3,36.992748
-0.026324,3,37.192809
-0.098888,4,37.45365
-0.028531,2,37.58822
0.040968,2,37.737721
0.001755,1,37.808232
0.008767,5,38.184455
0.006161,1,38.249261
-0.027747,7,38.732898
-0.05181,3,38.945006
-0.010655,4,39.217333
0.038231,6,39.60698
-0.068714,3,39.801192
0.061686,3,40.015903
-0.024294,2,40.151991
0.011154,2,40.274384
0.024159,1,40.347641
-0.006914,3,40.551729
0.026253,3,40.752238
0.052327,5,41.08244
-0.00796,7,41.545205
0.007378,4,41.781813
0.021651,6,42.164545
0.12188,3,42.364811
-0.016343,5,42.667103
-0.013003,4,42.931079
0.010243,1,42.990268
0.042153,5,43.314694
0.021828,3,43.498264
-0.086581,1,43.565498
0.004113,1,43.639428
-0.023715,1,43.708602
0.035624,3,43.903707
0.034409,3,44.089419
0.023466,4,44.327186
-0.012239,3,44.522601
-0.017446,3,44.728251
-0.03306,6,45.114481
-0.113542,2,45.231157
-0.06802,5,45.567123
0.007861,5,45.901798
-0.041004,10,46.53369
-0.203685,3,46.710415
0.015405,2,46.83682
-0.100994,2,46.963889
0.016224,2,47.095422
0.001442,3,47.290206
-0.153631,2,47.412867
-0.008026,2,47.552885
0.173283,3,47.737172
-0.063261,5,48.05923
-0.048342,4,48.332196
0.073175,3,48.541044
-0.019168,4,48.832107
-0.046751,6,49.214823
-0.006078,2,49.352584
-0.008426,5,49.663378
-0.007315,3,49.866311
-0.058852,3,50.062571
0.026396,4,50.345583
-0.014834,6,50.69548
-0.002033,2,50.831033
-0.061402,3,51.0333
-0.001166,3,51.22824
-0.051101,2,51.379189
-0.033534,1,51.437975
-0.03168,4,51.670871
0.052168,3,51.873486
-0.047271,5,52.186823
-0.05756,3,52.383298
0.004475,5,52.694651
0.009952,5,53.03189
-0.136912,7,53.470489
-0.009262,4,53.712137
-0.013189,1,53.793956
0.046217,3,53.983376
-0.023254,3,54.18875
-0.05354,1,54.252853
-0.103637,5,54.592563
-0.026592,2,54.729414
-0.068418,8,55.241214
0.026091,1,55.310022
0.064667,4,55.569594
0.04716,1,55.62685
-0.037713,3,55.836835
-0.037551,1,55.896922
-0.158317,5,56.229229
-0.085711,5,56.548283
0.008338,6,56.923764
0.093784,1,56.997157
-0.017743,8,57.495988
-0.031903,5,57.840606
-0.003983,4,58.089833
0.016208,7,58.57238
0.012393,4,58.83711
0.001247,2,58.962183
-0.095807,3,59.172308
0.019159,2,59.30962
0.004076,2,59.442179
-0.032358,1,59.504318
-0.018453,4,59.765989
0.01396,5,60.076396
-0.101231,3,60.275944
0.004244,5,60.590813
0.037072,4,60.853236
-0.027244,5,61.142522
-0.117135,1,61.206426
-0.001893,2,61.353964
-0.035816,4,61.620242
-0.022501,1,61.688489
-0.005828,4,61.938634
-0.024623,6,62.315789
-0.162841,2,62.433638
-0.015234,1,62.506178
-0.049449,4,62.776414
0.002984,4,63.024723
0.038874,4,63.288282
-0.026207,6,63.659352
0.029328,3,63.854214
-0.015614,2,63.987627
0.041114,4,64.266549
0.006451,5,64.563212
0.024259,7,65.026114
-0.132647,4,65.279107
0.004063,3,65.490945
0.045107,1,65.550398
0.049715,2,65.675431
-0.005718,3,65.877556
0.025217,5,66.211695
0.035484,2,66.329667
0.03468,1,66.393961
0.019315,3,66.597755
-0.024236,4,66.853063
0.019027,4,67.12209
-0.003429,7,67.529652
-0.082936,3,67.716217
-0.012831,3,67.915521
-0.035465,7,68.351424
-0.047805,3,68.551224
-0.016181,3,68.727843
0.001628,4,68.995947
-0.090176,2,69.110663
0.012108,2,69.24168
-0.049617,2,69.372583
0.015061,3,69.559456
-0.019283,1,69.636575
-0.025491,4,69.879261
-0.011301,4,70.136485
-0.089354,2,70.265542
-0.008161,3,70.445993
0.008044,5,70.763937
-0.018899,1,70.848774
-0.059481,5,71.145355
-0.032057,2,71.280325
-0.022572,4,71.538994
-0.024142,2,71.675905
0.032813,4,71.931398
-0.029812,1,71.990451
0.03216,5,72.318727
-0.030448,5,72.643329
0.014483,4,72.903252
0.0499,4,73.165101
0.00524,5,73.482553
-0.004321,5,73.790427
-0.039529,3,73.960107
-0.088233,1,74.036877
-0.046691,4,74.295722
0.001861,3,74.501731
-0.01663,5,74.818039
-0.148546,2,74.954765
0.128393,2,75.071778
-0.02091,8,75.55576
-0.009147,1,75.611628
0.017055,2,75.757812
0.102885,3,75.94115
0.037458,3,76.132051
-0.080322,3,76.340829
-0.077476,2,76.450734
-0.001353,3,76.669497
0.004577,3,76.863259
0.024124,4,77.099419
0.009063,8,77.585174
-0.019982,5,77.903684
0.004615,1,77.980377
-0.087153,5,78.306508
-0.042963,3,78.525604
-0.036647,5,78.832109
-0.034475,3,79.024499
-0.029925,1,79.094373
-0.015745,6,79.460186
-0.017482,2,79.592589
0.037181,1,79.675152
0.005715,3,79.882151
0.128369,3,80.092594
-0.074702,4,80.33369
0.031619,3,80.540939
-0.002766,2,80.661944
-0.005742,6,81.03858
0.019836,2,81.179248
0.024956,4,81.454726
-0.001311,6,81.85545
0.026072,1,81.918186
-0.023893,3,82.114967
-0.150565,1,82.179465
0.030748,2,82.317062
0.006624,3,82.514868
-0.072599,3,82.7201
-0.014445,3,82.929459
0.045484,3,83.125197
0.021199,2,83.271278
-0.075512,4,83.546779
-0.023744,3,83.74668
-0.021431,2,83.89862
-0.025374,5,84.226101
-0.050918,4,84.482889
0.051373,5,84.788024
-0.009449,3,84.993063
-0.087598,2,85.131354
-0.132436,2,85.26213
-0.045015,2,85.398571
-0.056779,1,85.46247
0.0243,2,85.609751
-0.046395,1,85.672906
0.005013,6,86.042989
0.015904,1,86.115982
0.045806,1,86.167005
0.139621,2,86.308548
0.03383,2,86.425111
-0.0051,2,86.557293
-0.003225,4,86.842314
-0.016154,3,87.030595
0.041485,2,87.151156
-0.030342,2,87.296753
0.029765,4,87.579286
-0.014444,8,88.075496
0.024229,3,88.270457
-0.064773,4,88.515314
0.045574,2,88.638955
-0.043278,5,88.946246
-0.05284,2,89.072512
0.012496,8,89.575155
-0.121386,3,89.78382
0.024574,3,89.980472
-0.01958,2,90.110751
-0.011707,8,90.603388
-0.095085,3,90.796487
-0.008363,1,90.855626
0.009891,2,90.991983
-0.203946,2,91.119867
0.001086,5,91.447361
-0.03338,3,91.646547
-0.154408,3,91.838046
0.0068,4,92.110005
0.010196,2,92.254036
0.021109,4,92.527413
0.036679,5,92.850802
-0.04386,4,93.098131
0.018872,7,93.533806
0.013721,3,93.733507
-0.044415,9,94.302611
-0.014814,4,94.562504
-0.015063,8,95.065733
-0.095125,2,95.186315
0.006061,4,95.444942
-0.035598,1,95.499181
-0.042899,3,95.702905
0.020135,4,95.971171
-0.103436,5,96.296692
0.042814,6,96.799809
0.02151,7,97.336971
0.018588,5,97.675873
0.077802,3,97.8729
0.030527,9,98.442965
0.031461,3,98.62676
-0.011043,1,98.699627
-0.027728,10,99.344275
-0.054344,2,99.46682
0.009422,2,99.597296
-0.029064,1,99.675829
-0.007818,2,99.798849
-0.06027,4,100.090068
0.017138,2,100.240095
-0.182915,4,100.537699
-0.038401,1,100.596037
0.039913,8,101.130791
-0.001093,6,101.545227
0.037457,3,101.751467
-0.08045,7,102.197939
0.001345,2,102.324089
0.00068,5,102.630992
