#{"t_start": 1632852963.2020295, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
0.008012,2,2.748224
-0.102579,2,2.873006
-0.017396,4,3.124621
0.002676,3,3.336303
0.011147,2,3.465257
-0.061328,2,3.600018
-0.025492,8,4.078463
0.023867,4,4.344955
-0.018346,1,4.413373
-0.038271,1,4.477717
0.020484,6,4.857302
-0.020231,2,5.003563
-0.145677,2,5.126258
-0.03029,6,5.53849
-0.082655,1,5.597683
-0.015548,4,5.858334
-0.077569,5,6.169539
-0.026516,3,6.361453
0.045985,3,6.562459
0.054764,2,6.686305
0.07604,2,6.823944
-0.011408,5,7.132459
0.021964,1,7.210404
0.027283,3,7.40656
0.007331,1,7.475633
0.018509,5,7.791426
0.044522,1,7.856303
-0.001154,4,8.158955
-0.072816,5,8.485344
0.024366,4,8.7469
-0.00957,5,9.088563
0.005261,4,9.374452
-0.008673,5,9.666654
-0.001191,1,9.7212
-0.013867,6,10.124738
-0.000353,2,10.266179
0.119763,5,10.585151
-0.040693,5,10.929435
-0.055093,1,11.007975
-0.03847,4,11.264097
0.003588,2,11.396842
-0.227085,3,11.579212
-0.025167,3,11.771417
-0.041199,2,11.901378
0.014729,5,12.222669
0.080766,4,12.481099
-0.096893,4,12.742872
-0.075929,3,12.936396
0.070253,1,12.995406
-0.018577,7,13.430592
0.006314,5,13.744448
0.013897,6,14.128007
0.012232,1,14.187981
0.111784,4,14.4611
-0.042879,6,14.838075
0.019994,4,15.127585
0.034112,3,15.328829
-0.03795,2,15.456892
-0.046943,4,15.745709
0.012958,5,16.076987
0.021124,3,16.289794
0.02151,2,16.414616
0.054206,4,16.702009
-0.006363,2,16.830443
0.048499,5,17.176983
-0.029935,2,17.316584
-0.048979,1,17.376134
0.027434,5,17.702954
-0.088489,5,18.025366
0.023047,4,18.282019
0.04433,6,18.66234
0.018806,6,19.052383
0.034432,7,19.505591
-0.058316,2,19.636953
-0.013981,3,19.826641
-0.018094,4,20.098977
0.096329,4,20.358701
-0.023977,6,20.737978
0.027383,4,21.002767
0.010188,5,21.318162
-0.012234,7,21.776114
-0.023083,8,22.307796
-0.010529,7,22.762385
-0.013537,4,23.015327
0.037371,2,23.137292
-0.017914,5,23.46492
0.014729,5,23.804548
-0.022592,4,24.056558
-0.005685,1,24.127226
0.034247,2,24.244334
0.040127,2,24.378732
0.054814,2,24.508065
-0.003984,2,24.638576
-0.035779,1,24.720767
0.031774,4,24.968205
-0.18758,4,25.240522
-0.030117,1,25.318623
-0.039957,1,25.404565
-0.00098,3,25.604286
-0.019183,5,25.917674
-0.286424,2,26.050129
-0.203484,3,26.241097
0.015712,2,26.369015
-0.007235,2,26.540598
0.020859,3,26.742183
-0.319927,3,26.964333
-0.037116,4,27.232493
-0.005321,1,27.293683
-0.037809,10,27.921381
0.134357,2,28.053971
-0.042368,6,28.440764
-0.033306,5,28.777778
0.031952,3,28.972594
-0.05208,4,29.243173
-0.087103,3,29.440052
-0.018545,1,29.514822
-0.020195,2,29.653297
0.002517,7,30.101949
0.018921,3,30.290014
-0.080754,2,30.422207
0.028348,2,30.552768
0.00642,4,30.797394
-0.018109,1,30.862376
0.010136,5,31.202173
-0.033979,3,31.39343
-0.150563,4,31.651892
0.02909,5,31.972932
-0.057715,2,32.10205
-0.051586,5,32.439979
-0.01676,8,32.942837
0.037335,5,33.272158
-0.013641,5,33.615594
-0.014489,3,33.829048
-0.018456,3,34.042547
0.01629,3,34.253787
-0.015256,3,34.448492
0.009143,3,34.632633
