#{"t_start": 1632853567.3331492, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.046827,3,2.654905
0.018078,1,2.694755
0.002104,1,2.731344
0.01137,6,2.899902
-0.096074,3,2.98939
-0.005515,3,3.077503
0.019269,3,3.159837
0.015454,3,3.262667
0.064412,3,3.347777
0.031828,1,3.376728
0.034933,1,3.402279
0.014684,5,3.538513
-0.011961,4,3.668104
0.030243,2,3.725829
0.075406,2,3.787534
0.089735,3,3.875003
0.059601,1,3.907778
0.057868,4,4.031003
-0.007501,1,4.067942
0.03459,2,4.136845
-0.01114,3,4.218816
-0.08629,1,4.249679
-0.016325,5,4.390122
0.001185,1,4.41965
0.011034,5,4.552719
0.015154,6,4.732693
0.053152,1,4.767963
0.024658,3,4.856527
0.045127,3,4.94397
-0.001831,2,5.000874
-0.021267,2,5.062967
0.031766,2,5.12556
-0.062097,2,5.187203
-0.031453,7,5.374528
0.075015,2,5.434416
-0.01737,3,5.525604
0.002898,4,5.634351
0.020674,4,5.757319
0.038502,1,5.793543
0.007667,5,5.935094
0.027337,3,6.021816
0.060932,6,6.190417
0.049902,4,6.302505
0.005666,2,6.363665
-0.008517,4,6.46414
0.027049,1,6.499541
-0.024563,3,6.571066
-0.001918,1,6.600879
-0.053014,1,6.636981
0.06805,2,6.698467
0.026593,2,6.763367
0.024651,5,6.900708
0.028188,2,6.970366
0.029434,4,7.076207
0.052784,4,7.198691
-0.076332,3,7.281268
-0.017789,4,7.404784
0.012194,1,7.435257
-0.040276,5,7.575071
0.05481,3,7.66784
0.027493,2,7.719273
0.004486,4,7.848827
0.0036,4,7.960098
0.054275,1,7.999438
-0.075294,2,8.058945
-0.022551,1,8.083757
0.01827,2,8.144784
0.025019,2,8.198475
-0.035691,1,8.227939
-0.061896,2,8.282242
0.003475,5,8.443238
0.015636,1,8.472599
-0.003978,3,8.55259
-0.099261,2,8.607124
0.040953,2,8.663652
0.028661,2,8.720676
0.071082,1,8.755276
0.025403,1,8.786277
-0.015825,2,8.85371
-0.012548,1,8.892759
0.025151,2,8.955806
0.007832,7,9.141406
0.013476,2,9.199771
0.000408,1,9.234721
-0.106953,2,9.290104
0.034873,5,9.436221
0.00336,4,9.545627
0.067359,3,9.645906
-0.006422,11,9.969293
0.020964,2,10.022167
0.004984,4,10.135921
-0.05154,4,10.236067
-0.053809,2,10.303089
0.017526,5,10.440959
0.018047,3,10.530136
-0.012171,2,10.583425
0.080868,3,10.66734
-0.037199,2,10.731436
0.033751,3,10.810671
0.081536,3,10.884748
-0.032704,4,10.996013
0.05291,2,11.054939
-0.000907,1,11.083574
0.031916,5,11.230169
0.010974,3,11.325279
-0.015833,2,11.378017
0.004889,1,11.417065
-0.037338,3,11.503804
-0.078799,2,11.553027
0.046918,4,11.660912
0.083361,4,11.794533
0.028366,1,11.819746
-0.138081,4,11.922359
0.048409,3,12.006303
0.074135,5,12.155752
-0.109542,2,12.214889
-0.027272,5,12.379958
0.016162,3,12.453239
-0.054247,5,12.586766
-0.068013,2,12.644252
-0.00092,2,12.703604
-0.010374,1,12.737647
0.07008,2,12.79203
-0.003509,1,12.8276
0.018666,2,12.879417
0.069023,2,12.930769
-0.056735,7,13.121794
-0.024645,5,13.253975
0.041176,2,13.303339
-0.10887,4,13.403751
-0.033308,5,13.559059
0.016665,3,13.640771
-0.039509,1,13.670818
0.01693,2,13.728472
0.067208,6,13.889968
0.019408,5,14.019978
-0.205844,1,14.053989
0.059708,3,14.166626
-0.005894,3,14.250603
0.128595,1,14.284515
0.023649,3,14.369318
0.01539,2,14.433046
-0.067154,4,14.545974
0.033832,3,14.640368
0.036344,1,14.670523
-0.056365,2,14.735093
0.029263,6,14.912471
0.054053,5,15.041829
0.001687,2,15.101729
0.092998,3,15.186475
0.029698,4,15.296268
-0.01144,4,15.40389
-0.013498,2,15.463025
-0.027545,1,15.492394
0.005798,1,15.517877
0.074608,3,15.594655
0.005839,2,15.657821
0.020217,3,15.740084
0.011913,4,15.858469
0.019131,2,15.927522
-0.150706,2,15.986881
0.077336,3,16.072695
0.00776,4,16.181309
-0.020763,2,16.245306
0.027664,1,16.275366
0.016848,2,16.339694
0.149203,4,16.453341
0.055062,7,16.63869
0.060693,1,16.663513
0.010256,1,16.698261
0.011505,6,16.884607
0.001641,3,16.958474
0.062801,3,17.061107
0.0177,2,17.115512
0.006164,4,17.22642
0.04132,4,17.332315
0.004225,3,17.415809
-0.007477,2,17.465535
0.123766,2,17.524222
-0.028212,3,17.602433
0.030892,1,17.63697
-0.036244,2,17.690778
0.14343,2,17.749255
-0.078526,1,17.783329
0.000426,3,17.85644
0.004741,2,17.925359
0.004277,2,17.984875
0.024992,3,18.074803
-0.041771,2,18.129268
0.018983,2,18.184021
-0.008715,1,18.218747
0.028199,3,18.302627
0.03112,3,18.385527
0.041006,2,18.439865
0.004643,5,18.589004
0.016209,3,18.667542
-0.092318,3,18.754308
-0.020244,2,18.808839
-0.151008,2,18.867372
0.084485,4,18.964463
-0.004331,1,19.003535
0.00886,2,19.068332
0.223676,2,19.123165
-0.024433,2,19.178356
0.018463,5,19.305278
0.04359,3,19.383222
0.004921,5,19.51157
-0.090582,3,19.602284
-0.026879,4,19.701362
-0.009147,3,19.774561
0.078306,3,19.873396
0.023176,3,19.951894
0.026853,4,20.071229
0.086427,2,20.131035
0.01826,3,20.215549
0.052576,5,20.353362
-0.012946,3,20.426659
-0.016014,4,20.545121
-0.031134,2,20.599192
0.021148,1,20.634151
0.078135,1,20.66797
-0.04665,1,20.703071
0.178982,5,20.846729
0.132183,2,20.905768
-0.048881,1,20.935623
0.04054,6,21.086183
0.01767,4,21.198714
0.035585,3,21.287831
0.038109,3,21.371342
-0.093881,2,21.434118
-0.061315,1,21.46925
0.054248,4,21.581242
0.047712,1,21.615664
-0.009636,7,21.819669
0.009237,6,21.984092
0.019958,2,22.044514
0.004881,2,22.103872
0.011711,4,22.217197
0.063216,2,22.271823
0.026529,2,22.331078
0.095148,4,22.433004
-0.047071,3,22.510624
-0.086032,2,22.563819
0.004327,4,22.695453
0.01592,3,22.775023
0.054557,3,22.857869
-0.009511,2,22.911303
0.047101,4,23.029492
-0.026958,2,23.080555
-0.032753,1,23.119696
0.047052,2,23.16236
0.007,2,23.215621
0.033479,7,23.395192
-0.084491,1,23.425229
0.006786,4,23.53376
-0.013753,2,23.602847
-0.039537,2,23.666645
0.181224,4,23.769832
0.004358,3,23.841774
0.042087,5,23.984798
-0.018316,3,24.074605
-0.070771,2,24.133298
-0.045516,5,24.255286
0.018948,1,24.289114
0.023936,1,24.322303
-0.056588,1,24.347061
-0.067467,3,24.430048
0.003909,3,24.49809
-0.018929,2,24.557028
0.137886,2,24.611567
-0.079831,2,24.659372
0.015278,1,24.693871
0.113149,2,24.747742
-0.024,2,24.815882
-0.054498,3,24.892549
0.003445,2,24.951763
0.003578,3,25.030169
0.004735,3,25.117722
-0.03487,5,25.255723
0.013371,5,25.380643
-0.032062,2,25.448431
0.01659,2,25.512747
0.018986,4,25.631867
0.011921,1,25.661133
-0.004304,1,25.695729
0.000825,4,25.803119
-0.072279,2,25.858225
0.00682,2,25.922592
-0.005145,2,25.976969
0.004867,3,26.061199
0.013173,4,26.173704
0.022608,1,26.198398
-0.018553,8,26.421876
0.060678,2,26.487205
0.034628,6,26.67076
-0.026496,2,26.730124
0.036297,1,26.769548
0.039638,3,26.855212
-0.007513,2,26.925807
-0.01433,6,27.08201
-0.03795,3,27.167912
-0.001296,3,27.252398
0.006195,4,27.363691
0.060535,2,27.418605
-0.011056,1,27.462661
-0.018239,9,27.687364
0.012497,1,27.711563
0.006881,2,27.776115
-0.013468,4,27.889055
0.008273,2,27.939309
0.050254,7,28.131275
0.056191,2,28.189999
0.055713,2,28.24486
0.00166,7,28.442519
0.019493,1,28.466845
0.071596,1,28.500985
0.021323,4,28.617221
-0.040302,3,28.703849
0.039384,2,28.753001
-0.029672,2,28.816519
-0.000368,3,28.89603
0.14366,3,28.97307
-0.082724,1,28.997885
-0.066938,7,29.191311
0.002983,3,29.283919
0.014614,3,29.370963
-0.019656,2,29.435091
0.015271,3,29.526263
-0.035211,3,29.611039
0.010307,2,29.655795
0.018723,4,29.763366
-0.007867,2,29.816728
0.055051,4,29.929158
0.107878,2,29.977821
0.003591,1,30.007722
-0.034408,3,30.108888
0.136814,5,30.241507
-0.005323,2,30.300725
-0.012152,2,30.359974
-0.004364,3,30.438002
-0.024726,2,30.498175
-0.125425,3,30.60101
0.019718,5,30.737199
0.002838,1,30.761906
0.020678,2,30.819528
-0.099709,3,30.898275
0.042179,5,31.045575
0.012644,7,31.258145
-0.070259,3,31.347707
-0.022425,2,31.406358
-0.011325,3,31.501389
0.009022,2,31.551074
0.066451,3,31.659982
0.036827,1,31.685276
-0.092874,1,31.715036
-0.05632,4,31.830125
0.060468,3,31.916186
-0.036568,3,32.000582
-0.087917,4,32.111763
-0.099306,2,32.164751
0.026478,5,32.297029
0.042863,4,32.403984
-0.047686,2,32.458663
-0.027808,2,32.512904
-0.021383,3,32.597913
0.026022,1,32.631656
0.031805,2,32.675909
0.034024,1,32.705957
0.007312,1,32.740561
0.023395,1,32.77052
0.027638,3,32.869587
-0.122497,3,32.962816
0.016216,2,33.021144
-0.054511,3,33.118497
