#{"t_start": 1632853567.32943, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.055803,2,2.60869
0.021152,2,2.68736
0.004311,6,2.867982
0.018346,4,2.977396
-0.072575,7,3.188476
2.5e-05,2,3.250652
0.021417,3,3.335577
0.024366,5,3.474723
0.087393,4,3.594866
0.035927,2,3.655543
0.045854,2,3.718298
0.029775,2,3.775027
-0.00809,4,3.898152
0.040699,3,3.99209
0.064899,2,4.053709
0.056122,1,4.09248
0.07601,4,4.20647
0.060429,2,4.27834
-0.012947,5,4.412799
0.035038,3,4.489532
-0.079524,6,4.662495
-0.069906,3,4.760478
-0.017871,1,4.792643
0.008651,4,4.910233
0.036142,3,4.987868
0.034937,2,5.055475
0.038896,4,5.179589
0.039119,3,5.261425
0.041167,4,5.367799
0.001989,3,5.461188
-0.041758,2,5.518459
0.032993,4,5.626329
-0.069405,1,5.663724
-0.025553,3,5.74932
0.07314,1,5.781061
-0.00575,4,5.900227
0.012549,3,5.983238
0.017801,2,6.044854
0.03602,4,6.153094
-0.016078,3,6.24434
0.030219,1,6.269626
0.07954,5,6.407366
0.026634,9,6.660548
0.005666,2,6.721427
-0.018337,2,6.786311
0.010746,6,6.95851
0.00169,5,7.103942
-0.001918,1,7.12856
-0.070788,2,7.189881
0.065633,7,7.397479
0.028485,2,7.458325
0.023252,1,7.483332
0.010818,1,7.518595
0.022421,5,7.659956
0.067108,3,7.751897
-0.059226,2,7.809593
-0.04546,4,7.927837
0.013269,2,7.987655
-0.013924,2,8.051689
0.02812,4,8.166304
0.020244,1,8.191322
0.002127,4,8.309724
-0.011495,2,8.360799
0.054574,2,8.435673
-0.052241,5,8.575621
-0.022868,3,8.656143
0.018515,4,8.778833
0.016825,1,8.81905
-0.028422,3,8.920882
-0.049056,2,8.990696
0.013347,2,9.041756
-0.013155,7,9.227438
-0.004331,6,9.394858
-0.119581,1,9.42444
0.071051,3,9.506411
0.019664,3,9.611052
0.054964,6,9.790299
0.033942,2,9.853954
-0.021652,2,9.912698
-0.026042,2,9.961726
0.032321,3,10.050692
0.028106,3,10.124128
0.017439,2,10.178245
0.005727,3,10.264547
-0.138947,3,10.352186
0.031848,4,10.46783
-0.001868,4,10.576147
0.052349,5,10.719541
-0.052044,3,10.803266
0.026295,5,10.936652
0.015906,1,10.964607
-0.057849,2,11.022972
-0.086709,2,11.077087
0.014416,2,11.134871
0.015925,3,11.21845
0.016358,6,11.404939
0.06261,1,11.43927
-0.025799,2,11.491283
0.030964,2,11.5456
0.125604,3,11.624057
-0.01813,2,11.684822
0.053247,1,11.727058
0.002576,2,11.782411
0.035614,6,11.950881
0.02296,6,12.124556
-0.034907,3,12.207709
