#{"t_start": 1632856045.5605588, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
0.010755,3,2.999148
0.008509,4,3.16371
-0.092936,3,3.289791
-0.014387,3,3.415433
-0.026753,1,3.449763
0.027502,2,3.537926
0.026501,4,3.697063
0.051498,3,3.822698
-0.027488,3,3.950818
-0.004681,4,4.107956
0.007494,4,4.274659
-0.058292,3,4.394416
-0.013967,2,4.472576
0.016872,2,4.559577
0.057784,5,4.77501
0.008346,3,4.89318
-0.213645,1,4.936578
-0.014626,2,5.03234
0.010664,3,5.164017
-0.017851,3,5.288747
-0.019886,2,5.374094
-0.114362,3,5.500714
0.005646,2,5.583116
0.041811,1,5.631994
0.002043,2,5.720534
0.018529,1,5.754741
-0.024627,3,5.882814
0.031116,3,6.002019
0.023272,2,6.084789
-0.028301,2,6.174029
-0.074559,2,6.262454
-0.025048,1,6.2987
-0.051281,3,6.418089
-0.012455,3,6.549304
-0.059256,1,6.598264
-0.049806,2,6.674008
-0.000884,4,6.826532
-0.004113,3,6.958355
-0.194933,1,7.006427
-0.050448,4,7.156914
-0.019674,3,7.276476
-0.023702,5,7.483711
0.090864,2,7.572893
-0.00986,2,7.649505
-0.027186,3,7.777323
-0.061432,2,7.855104
-0.112014,2,7.95565
-0.002887,5,8.156494
0.003176,5,8.353189
0.049194,4,8.518564
0.010798,2,8.602707
0.014654,3,8.725895
0.023985,2,8.811758
0.012941,2,8.892917
-0.027148,3,9.021359
-0.005636,4,9.190263
0.074438,3,9.316027
-0.085531,2,9.393905
0.020686,2,9.478507
-0.001612,2,9.558513
-0.017341,2,9.634006
0.072859,3,9.764814
0.011912,2,9.841887
-0.15454,2,9.928821
-0.034227,6,10.158785
-0.000849,7,10.422055
-0.040724,3,10.548249
-0.004537,1,10.582576
-0.027848,1,10.623763
0.016206,2,10.717102
-0.058189,3,10.844811
0.051443,2,10.923701
0.040735,3,11.034768
-0.04019,2,11.123872
-0.057234,2,11.203868
0.075756,3,11.310977
0.007469,4,11.491464
-0.018708,5,11.682714
0.007679,3,11.804154
0.018599,1,11.84298
0.102274,4,11.999615
0.003688,3,12.114887
0.012552,4,12.277437
0.012263,3,12.399635
-0.158295,2,12.488066
-0.029588,2,12.570927
-0.068405,2,12.652596
-0.083874,2,12.74139
-0.032829,3,12.864556
-0.016574,2,12.952088
0.132408,2,13.027959
0.004467,1,13.077658
-0.025095,1,13.125463
0.039225,2,13.195233
-0.04354,3,13.327221
0.046819,1,13.371408
-0.078913,3,13.490648
-0.027956,2,13.564022
-0.054098,2,13.650045
-0.036958,3,13.77333
0.00315,4,13.942646
0.039674,1,13.989318
-0.092338,4,14.145844
0.008058,1,14.186057
0.022361,2,14.272071
-0.107296,3,14.393638
-0.046865,3,14.521339
0.00634,2,14.604706
0.015851,5,14.823108
-0.002254,2,14.895824
-0.069607,1,14.943231
0.004712,3,15.060781
0.18528,3,15.16999
-0.004403,3,15.299294
0.006795,3,15.424054
-0.090542,2,15.510761
0.01673,5,15.704142
-0.009731,2,15.796371
-0.015115,2,15.876335
0.012367,1,15.914365
-0.002705,2,16.002415
0.053147,2,16.083857
-0.000716,1,16.124936
-0.179364,3,16.249516
0.032167,1,16.300971
-0.036447,2,16.386542
-0.083634,2,16.464087
-0.005657,3,16.591616
-0.01895,2,16.669069
-0.0642,1,16.72385
-0.007394,4,16.885824
0.013257,4,17.050599
0.012928,2,17.145387
0.003659,2,17.221378
-0.08616,3,17.349222
-0.010377,2,17.436259
-0.013096,1,17.479409
-0.016411,5,17.669905
0.041367,1,17.704865
0.024696,2,17.791965
-0.052598,2,17.87208
-0.038401,1,17.920941
0.013803,3,18.052986
0.000672,2,18.138537
-0.042298,1,18.178784
0.006595,1,18.220946
0.041163,2,18.301165
-0.025604,2,18.36701
0.00789,2,18.462965
0.016805,2,18.557842
0.001069,1,18.60442
0.068856,3,18.732682
0.014744,3,18.849381
-0.11557,4,18.998702
0.056132,3,19.143327
-0.043323,1,19.196472
-0.011043,1,19.228239
-0.029579,1,19.263708
-0.043657,1,19.309319
-0.027763,2,19.395357
-0.019829,2,19.482696
-0.035223,5,19.676685
-0.082131,6,19.901731
-0.182395,3,20.039787
0.090816,2,20.128409
-0.001284,1,20.168182
0.050811,4,20.345349
-0.02088,1,20.379382
-0.064301,2,20.457338
0.00904,2,20.537902
0.005083,1,20.588549
-0.046209,2,20.663403
0.013485,2,20.74929
-0.021827,1,20.801803
0.020245,1,20.841204
-0.018873,3,20.957634
0.019317,5,21.157077
0.050367,2,21.23474
0.015192,1,21.279302
0.034028,2,21.365367
0.018356,1,21.414863
-0.00206,2,21.497708
0.012117,2,21.591848
0.018575,3,21.735056
-0.058954,1,21.782874
-0.014042,3,21.918586
-0.034055,3,22.047169
-0.012477,4,22.196176
-0.101429,3,22.31966
-0.074282,2,22.411672
-0.03841,2,22.495717
-0.003505,4,22.64655
0.093442,2,22.740444
0.071632,3,22.855904
-0.002399,4,23.020664
-0.022852,2,23.108132
0.017742,2,23.19271
0.083024,2,23.272528
0.001327,3,23.401353
0.080591,3,23.533357
-0.04162,4,23.705314
-0.048722,4,23.853259
-0.009427,3,23.980336
-0.021834,4,24.149329
-0.008731,4,24.31187
-0.006584,2,24.41335
-0.090823,2,24.490525
-0.031567,4,24.646618
0.012629,1,24.695269
0.0388,3,24.806022
0.058352,3,24.925657
-0.04485,2,25.00326
-0.080331,1,25.041813
0.005319,2,25.126325
-0.017052,2,25.209732
-0.02376,1,25.249086
-0.073564,1,25.295299
-0.055976,2,25.384647
-0.027442,2,25.477755
0.022647,1,25.519
0.27685,2,25.599959
0.03575,4,25.77149
-0.026639,3,25.898483
-0.025954,2,25.982188
-0.031739,2,26.062768
0.062319,6,26.303318
-0.003599,3,26.43102
-0.030151,2,26.520112
-0.075159,2,26.590077
0.056923,4,26.756364
-0.051766,2,26.844443
-0.039367,1,26.901175
0.008349,2,26.989881
-0.12432,3,27.121582
-0.012774,2,27.200077
-0.029708,3,27.316505
0.019489,4,27.486381
0.034442,2,27.570365
-0.033656,4,27.745828
-0.04669,4,27.908686
0.009334,2,27.993328
0.041746,3,28.126424
-0.03783,2,28.213202
-0.022045,6,28.465571
-0.041672,2,28.540226
-0.04405,3,28.657932
-0.031762,3,28.789628
0.007832,4,28.946256
-0.013549,4,29.086445
-0.012755,2,29.170065
0.020119,4,29.322741
-0.017598,2,29.407779
0.036349,2,29.488658
-0.006805,1,29.528682
-0.03262,2,29.624515
0.087548,2,29.711284
-0.085732,1,29.752501
-0.074455,3,29.88047
-0.027635,2,29.967684
0.023075,1,30.012858
-0.122353,2,30.099566
0.006636,2,30.189193
0.024695,2,30.274639
-0.030035,1,30.321764
0.046385,2,30.403065
0.041815,2,30.490478
-0.017014,2,30.569646
0.073799,2,30.648892
0.019747,2,30.736727
-0.028553,1,30.776058
-0.073469,7,31.076476
0.012434,2,31.165529
0.010187,2,31.251503
0.04231,1,31.294973
0.040861,4,31.464971
-0.024521,2,31.554226
-0.017541,1,31.603018
0.013463,1,31.649056
-0.013104,4,31.807389
-0.019188,4,31.994841
-0.028312,1,32.034455
-0.040193,2,32.11184
0.018041,1,32.161017
0.003143,1,32.20403
0.003087,4,32.354409
0.016552,4,32.513546
0.049578,3,32.636877
0.007606,2,32.727872
0.063506,5,32.91648
0.029663,4,33.084915
0.021679,1,33.133732
-0.027406,3,33.258314
-0.012637,2,33.353799
0.024242,2,33.435683
0.004128,2,33.524176
0.011754,3,33.657033
-0.002408,2,33.738257
0.00221,1,33.782105
-0.011534,2,33.853528
-0.035086,3,33.973922
-0.032896,2,34.062443
0.002557,1,34.10428
0.020651,2,34.190046
-0.027777,2,34.273621
0.103759,2,34.346334
-0.043111,2,34.433725
-0.041814,2,34.52371
-0.118203,3,34.635259
-0.002487,2,34.712927
0.00752,3,34.843622
-0.024181,3,34.972887
-0.121293,1,35.022126
-0.00929,4,35.18293
-0.00407,2,35.27809
-0.026455,2,35.369951
-0.036686,1,35.40531
-0.085543,3,35.527082
-0.015148,2,35.6064
0.008005,1,35.658546
0.065713,3,35.784655
0.032289,2,35.866429
0.072447,2,35.962866
0.029082,4,36.13945
0.019694,4,36.312181
0.032904,3,36.440257
-0.027688,2,36.514807
-0.146107,1,36.558028
-0.084416,2,36.650487
0.01281,2,36.742558
-0.008157,3,36.870161
0.020987,1,36.91058
-0.008625,3,37.043145
-0.047258,3,37.167799
0.023875,1,37.224529
-0.012856,4,37.386203
0.016404,2,37.475672
-0.037547,3,37.600947
-0.058707,3,37.72736
0.029211,2,37.812499
-0.106527,1,37.857231
0.017713,2,38.058337
0.003093,1,38.102316
-0.05388,2,38.17669
-0.00738,4,38.343745
-0.060995,1,38.385346
0.043464,2,38.464869
-0.022161,2,38.55611
0.042595,1,38.605489
0.017903,2,38.684029
-0.060801,1,38.736525
-0.110398,1,38.770717
-0.007232,4,38.948185
-0.058083,4,39.120223
-0.014994,2,39.215508
-0.153963,2,39.289312
-0.025115,2,39.388972
-0.015693,2,39.467393
0.01274,3,39.603188
0.036125,2,39.689117
-0.003984,2,39.778959
-0.001425,3,39.903432
0.003765,1,39.95082
0.01953,2,40.035988
0.000946,1,40.079893
-0.011774,2,40.163521
-0.059809,5,40.372801
-0.022872,2,40.445808
-0.040816,2,40.542047
-0.024468,4,40.715303
-0.015468,5,40.916488
-0.11136,2,41.007819
0.035727,3,41.117343
-0.002499,2,41.197831
0.011344,2,41.291993
-0.024184,1,41.326619
-0.025513,3,41.459375
-0.04614,3,41.589378
0.026089,4,41.762635
-0.052038,3,41.897904
-0.004054,4,42.083614
-0.064204,2,42.166687
0.021274,2,42.234477
-0.045933,3,42.359297
-0.061747,2,42.437463
