#{"t_start": 1632856045.556892, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
0.02916,2,2.953813
-0.002043,2,3.037472
-0.082037,3,3.152886
-0.021887,2,3.251544
-0.032881,2,3.325385
0.01605,1,3.36988
0.027022,4,3.527168
0.041072,6,3.767465
-0.026058,3,3.898839
-0.002167,4,4.071212
0.006089,4,4.22332
-0.024373,1,4.267783
-0.022672,3,4.383541
0.011068,2,4.465747
0.045384,2,4.552812
-0.000126,1,4.587594
-0.173776,2,4.681597
-0.000663,1,4.717186
0.003891,2,4.808573
-0.021836,2,4.886342
-0.008729,2,4.982357
-0.150565,1,5.021377
-0.005629,1,5.068766
0.070742,3,5.196912
0.047634,2,5.277753
0.039963,3,5.41141
-0.028226,2,5.494654
0.051816,2,5.575939
0.025832,2,5.673264
-0.007697,5,5.872082
-0.07414,1,5.916158
-0.016647,2,5.995101
-0.067763,2,6.074129
-0.005753,2,6.163174
-0.042172,4,6.336374
-0.024475,4,6.493797
-0.003974,3,6.627539
-0.01963,2,6.702266
-0.194933,1,6.745076
-0.026625,1,6.783325
-0.029115,2,6.867618
0.004803,3,7.000346
0.093364,2,7.088503
0.010231,4,7.238348
-0.029626,2,7.31563
-0.03719,1,7.356534
-0.086923,4,7.516341
0.012532,1,7.565293
0.013293,4,7.737311
0.045546,4,7.904263
0.013589,2,7.989805
0.001671,1,8.032808
0.011011,5,8.227513
0.012832,3,8.346267
-0.023654,1,8.381116
-0.012896,1,8.428579
0.069307,2,8.511794
-0.084341,2,8.595877
0.020637,3,8.715119
-0.007434,2,8.800798
-0.014894,2,8.886018
0.074157,2,8.971345
0.013128,3,9.101702
-0.180969,3,9.22789
-0.047283,2,9.309967
0.011431,6,9.552363
-0.030898,4,9.722285
-0.004537,1,9.758631
-0.048289,3,9.879128
-0.000442,2,9.961274
-0.058649,1,10.008471
-0.082995,1,10.042516
0.039984,2,10.116874
-0.04019,2,10.200391
-0.065833,1,10.232762
0.067634,2,10.303809
0.01423,4,10.463608
-0.034311,5,10.668872
0.002701,1,10.70634
0.018599,1,10.757465
0.093887,1,10.791924
0.018439,3,10.916853
0.007437,4,11.0763
-0.012744,1,11.117536
-0.093401,3,11.236284
-7.8e-05,4,11.397634
-0.057585,2,11.48083
-0.083874,2,11.567775
-0.034361,2,11.644229
-0.017165,2,11.723983
0.17666,2,11.797445
0.000948,3,11.918589
-0.022619,2,11.993536
0.046274,2,12.07016
-0.028383,2,12.155762
0.046372,4,12.317957
-0.166069,2,12.388952
-0.017732,5,12.607076
-0.06473,3,12.734706
-0.04422,3,12.857795
-0.005268,2,12.941311
0.024688,2,13.021794
-0.1413,2,13.118769
0.0175,3,13.228956
0.009044,1,13.277555
-0.065712,3,13.40004
-0.048126,4,13.557975
0.002254,1,13.592206
0.007403,4,13.766565
-0.008823,1,13.806417
-0.070875,2,13.892838
0.007753,2,13.978498
0.254411,3,14.102037
0.01786,3,14.225549
-0.018588,6,14.469916
-0.037385,4,14.653614
-0.021815,3,14.776891
-0.013239,3,14.889048
-0.00231,3,15.015485
0.019187,2,15.101429
-0.019867,3,15.20728
0.045506,2,15.292723
-0.000716,1,15.336376
-0.12577,2,15.417996
0.012507,2,15.499749
-0.057676,2,15.578482
-0.133575,2,15.652173
-0.014164,2,15.74552
-0.017401,1,15.784557
-0.059055,2,15.865401
-0.081805,2,15.959589
0.005571,5,16.166545
0.015306,2,16.242798
0.004025,3,16.375655
-0.086568,1,16.427066
-0.010507,2,16.5053
-0.007374,2,16.584956
0.001058,3,16.713056
0.06705,2,16.79511
0.016938,2,16.878783
-0.022013,2,16.967302
-0.029196,3,17.098593
0.018569,4,17.26335
0.002411,2,17.342981
-0.052761,2,17.423116
0.025517,5,17.630548
0.010601,3,17.745743
-0.020318,4,17.909263
0.007184,4,18.088642
0.01087,2,18.17187
-0.022423,4,18.32913
0.061207,2,18.406727
0.044067,1,18.44943
-0.100502,2,18.551255
0.037334,2,18.651907
-0.069917,3,18.768503
-0.025411,2,18.841779
-0.058616,3,18.96027
-0.038353,2,19.039103
-0.014858,2,19.132364
-0.019929,1,19.185504
-0.032189,3,19.296731
-0.146803,4,19.47558
-0.101804,3,19.592214
0.055097,3,19.71438
0.003138,3,19.816829
0.053079,2,19.895
-0.038025,4,20.077177
-0.039998,2,20.157231
0.007842,4,20.334477
0.016156,3,20.451167
-0.01452,4,20.617404
0.011604,2,20.708032
-0.021827,1,20.738739
0.036766,4,20.904247
-0.018615,2,20.994388
0.013048,3,21.11544
0.039784,1,21.146007
0.012792,3,21.272393
0.040544,1,21.323112
0.037758,2,21.403914
-0.006358,2,21.490513
0.011044,1,21.539369
0.032155,2,21.642474
-0.068976,2,21.727371
-0.023047,1,21.771792
-0.055036,2,21.86289
-0.018329,2,21.953807
-0.167563,2,22.036172
-0.075155,2,22.11079
-0.02437,1,22.145987
0.000833,6,22.400575
0.085796,1,22.452291
0.055183,2,22.532162
0.006934,5,22.728184
-0.016426,2,22.808102
0.021775,4,22.973364
0.041867,3,23.096694
-0.000314,5,23.30951
0.05785,1,23.350598
-0.036675,3,23.473588
-0.023687,3,23.61456
-0.01645,1,23.650096
-0.016178,5,23.841704
-0.004693,2,23.928961
0.002533,2,24.026194
-0.090823,2,24.102538
-0.028165,2,24.183046
0.021199,2,24.268537
0.047325,2,24.35392
0.064289,1,24.402515
-0.029935,2,24.48368
-0.073777,5,24.68722
-0.002437,2,24.758819
-0.028363,2,24.845512
-0.006684,2,24.91946
-0.073564,1,24.962816
-0.033281,3,25.073444
-0.024954,1,25.115258
0.008383,4,25.28403
0.174338,2,25.378508
0.044632,2,25.465882
-0.029658,1,25.512109
-0.036389,3,25.643042
-0.018836,3,25.760391
0.096067,4,25.930694
-0.001456,2,26.014882
-0.037726,2,26.103098
-0.071033,4,26.257012
0.022796,1,26.296375
-0.080435,2,26.382095
-0.01513,2,26.473543
0.012534,3,26.583286
-0.116374,2,26.669408
0.091996,3,26.797263
-0.041842,1,26.837547
0.00704,1,26.890301
0.040099,3,27.031077
-0.030317,1,27.070113
-0.047576,4,27.228166
0.008044,2,27.305658
0.027539,2,27.39597
-0.037264,2,27.475414
-0.022348,2,27.563356
-0.033654,2,27.649374
-0.021121,2,27.739836
-0.03629,3,27.865473
0.007958,2,27.94357
-0.03007,1,27.986655
-0.021052,1,28.03966
0.026656,1,28.086583
-0.013274,2,28.158977
0.036349,2,28.251647
-0.006805,1,28.297065
-0.03262,2,28.371017
0.060934,2,28.454787
-0.085732,1,28.501264
-0.144665,2,28.581301
-0.027327,3,28.703036
0.031978,2,28.782841
-0.109416,4,28.935457
0.006234,3,29.047482
0.041941,3,29.163275
-0.022535,2,29.229726
0.054191,2,29.31583
0.041153,3,29.440455
-0.005512,3,29.564743
0.066299,1,29.613396
0.035013,2,29.700302
-0.026431,4,29.868593
-0.063104,3,30.001652
-0.001382,3,30.132441
0.005482,3,30.263718
0.06314,3,30.39622
0.022788,3,30.524914
-0.010585,5,30.725593
-0.037388,3,30.843152
0.021326,2,30.93493
-0.021429,1,30.97693
-0.002263,2,31.065477
-0.019683,2,31.154456
-0.030584,3,31.288703
0.018041,1,31.336915
0.009251,2,31.409929
0.003918,2,31.502319
0.009803,1,31.54212
0.026667,2,31.637485
0.018074,2,31.726279
0.043702,1,31.770509
0.026809,2,31.855775
0.032725,2,31.941442
-0.017154,6,32.197906
-0.022494,2,32.284309
0.013774,2,32.347406
0.001233,4,32.506683
0.013716,5,32.716719
-0.007476,2,32.802278
0.010372,2,32.87947
-0.007543,2,32.954278
-0.022582,4,33.126812
-0.008659,3,33.251227
0.01048,2,33.346718
0.018479,2,33.424593
-0.026589,3,33.558316
0.073564,1,33.601197
-0.029585,2,33.686471
-0.033472,1,33.731942
-0.164258,4,33.891618
0.006011,3,34.015528
0.016644,5,34.222703
-0.033145,2,34.305719
-0.091455,3,34.422496
0.00465,3,34.554093
-0.018912,5,34.752029
-0.035927,1,34.79271
-0.036686,1,34.832393
-0.105486,1,34.877125
-0.004662,2,34.966038
0.010591,2,35.058853
0.064649,2,35.136132
0.021154,1,35.176575
0.077926,4,35.363092
0.059527,2,35.443793
0.011943,1,35.484178
0.049791,2,35.559423
0.00597,4,35.735419
-0.146107,1,35.773654
-0.075282,4,35.951005
0.007262,2,36.03463
0.091907,1,36.078885
0.020987,1,36.133367
0.01833,1,36.166622
-0.091449,2,36.254237
0.023875,1,36.305406
-0.001542,2,36.385118
0.003933,1,36.433412
-0.048192,4,36.603775
-0.045459,1,36.643764
0.032023,2,36.735897
-0.11817,2,36.823214
0.018991,2,36.903842
0.003093,1,36.947628
-0.060321,2,37.032281
-0.01046,3,37.160873
-0.110748,3,37.304436
0.029361,4,37.467965
-0.022161,2,37.552332
0.042595,1,37.593498
0.020403,2,37.681525
-0.053097,2,37.772765
-0.137605,2,37.846251
-0.003673,3,38.091135
-0.057477,3,38.212801
-0.014464,3,38.332765
-0.127872,2,38.417727
-0.006159,2,38.50533
-0.005663,2,38.593043
0.049392,2,38.677249
