#{"t_start": 1632856045.554821, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
0.01328,1,2.903357
0.003731,2,2.990986
-0.067143,2,3.082754
-0.006881,3,3.201441
-0.026753,1,3.246294
0.022066,2,3.319978
0.068714,2,3.408157
0.063772,3,3.521677
-0.047502,1,3.572815
-0.033025,1,3.609156
0.012928,3,3.730075
-0.043763,3,3.859602
-0.013145,1,3.893495
0.02616,3,4.013824
0.026551,1,4.065889
-0.000126,1,4.10038
-0.203568,2,4.181009
-0.011198,4,4.343902
0.001812,2,4.429839
-0.021836,2,4.509437
-0.015229,4,4.676335
-0.150565,1,4.711921
-0.005629,1,4.762841
0.066699,2,4.851279
0.050323,3,4.976828
0.036425,3,5.112036
-0.042365,2,5.191556
0.038503,1,5.243981
0.027451,2,5.321241
-0.042537,3,5.450444
-0.07414,1,5.489309
-0.036479,2,5.570238
-0.069643,2,5.667767
-0.006754,1,5.708671
-0.060524,2,5.792238
-0.035688,2,5.866762
-0.022611,2,5.949756
-0.004745,2,6.029592
-0.152814,2,6.122585
-0.030414,2,6.2153
-0.021801,2,6.290097
-0.009275,3,6.410517
0.095078,3,6.541113
-0.001755,1,6.585576
-0.034614,4,6.73959
-0.03719,1,6.777921
-0.088873,2,6.862089
0.023044,2,6.946938
0.003842,1,6.995017
0.044546,2,7.082807
0.014907,3,7.193969
0.001671,1,7.232874
0.021758,2,7.31019
0.011022,2,7.395398
-0.007369,2,7.475183
-0.00318,3,7.610358
0.08586,3,7.731831
-0.11251,2,7.8159
0.00774,2,7.899035
-0.011577,1,7.947423
-0.014867,2,8.027484
0.0924,2,8.112652
0.014204,2,8.192609
-0.144159,3,8.310439
-0.066955,3,8.423268
0.020792,2,8.506455
-0.035901,4,8.682722
0.00393,4,8.843125
-0.046828,3,8.965531
0.012049,1,9.012172
-0.045734,5,9.222549
0.002723,2,9.304592
0.049558,4,9.470973
-0.040159,5,9.671085
-0.048534,4,9.829835
0.036505,1,9.873346
-0.000388,1,9.921381
-0.043375,2,10.002986
0.023013,4,10.150628
0.036,3,10.262403
0.101826,2,10.343147
0.024502,2,10.410063
0.026583,2,10.502957
0.012889,5,10.700865
-0.0712,5,10.911673
-0.011577,3,11.026438
0.002596,5,11.230869
-0.046448,3,11.347611
-0.037109,2,11.433596
-0.012266,2,11.519506
0.088503,1,11.562464
-0.015109,2,11.638924
-0.017658,5,11.835514
0.027778,3,11.95674
-0.061328,2,12.026398
0.039945,3,12.150517
-0.097145,1,12.196794
-0.03554,2,12.270348
-0.067729,5,12.475123
-0.081953,4,12.641316
-0.008075,1,12.685176
0.042181,2,12.77817
-0.181402,4,12.935926
0.01334,2,13.016502
0.022361,2,13.113513
-0.093055,5,13.315169
-0.030039,3,13.442094
0.000725,2,13.518023
0.011017,3,13.643524
-0.006092,3,13.761546
-0.059646,2,13.857111
-0.009861,3,13.973381
0.176577,2,14.059928
0.014181,1,14.096866
-0.007332,5,14.309016
-0.068881,3,14.425618
-0.075959,2,14.513491
-0.009731,2,14.593252
-0.022928,1,14.64854
0.019187,2,14.727179
-0.00665,4,14.883879
0.01348,10,15.287316
-0.000716,1,15.331044
-0.09656,2,15.412741
0.012331,5,15.612129
-0.041093,3,15.740224
-0.068194,4,15.907026
-0.025987,1,15.954545
-0.017401,1,15.993798
-0.058416,2,16.076801
-0.055038,2,16.161283
0.006643,2,16.237746
0.005244,1,16.28906
-0.004217,1,16.328299
-0.111448,2,16.421832
-0.008015,3,16.539566
-0.006652,2,16.62217
-0.019196,1,16.661088
0.044864,3,16.789691
0.012453,1,16.834102
-0.025163,2,16.92621
-0.014928,5,17.137921
0.014641,3,17.258198
-0.001135,2,17.337673
-0.066834,3,17.471949
0.024354,3,17.591096
0.00979,3,17.695392
-0.032123,3,17.825301
0.006828,3,17.949063
0.015423,6,18.214222
-0.005372,2,18.28828
0.061423,4,18.444297
0.074496,2,18.545989
-0.100502,2,18.646593
0.047983,3,18.76331
-0.064652,2,18.836551
-0.019732,6,19.090431
-0.029579,1,19.127264
-0.046998,3,19.255804
0.014816,3,19.388007
-0.018595,2,19.47047
-0.043626,2,19.552959
-0.114166,2,19.626746
-0.121811,1,19.668554
0.065231,1,19.709248
0.008966,2,19.785258
0.060967,2,19.858278
-0.041769,2,19.940051
-0.032085,2,20.027559
-0.002078,1,20.070304
0.005083,1,20.120331
-0.046209,2,20.21207
0.003392,6,20.445843
-0.01711,2,20.529089
0.020245,1,20.581272
-0.015707,5,20.789395
0.019805,3,20.898914
0.039784,1,20.950211
0.028273,4,21.110295
0.034028,2,21.193836
0.036934,3,21.317941
-0.00755,2,21.398734
0.011044,1,21.455932
0.034937,2,21.533945
-0.049441,3,21.685463
-0.023047,1,21.722132
-0.042989,5,21.948519
-0.007058,2,22.031108
-0.154529,4,22.183751
-0.064006,3,22.307402
-0.02437,1,22.360569
-0.013295,1,22.395464
0.099502,3,22.527014
0.044873,4,22.690667
-7e-05,2,22.775496
-0.010235,2,22.847609
0.038711,1,22.892397
0.065334,2,22.967591
0.002772,5,23.181198
0.069102,2,23.260112
-0.048896,2,23.345036
-0.033054,2,23.437096
-0.01055,2,23.525536
-0.013242,2,23.609185
-0.001412,2,23.693615
-0.007156,2,23.766589
-0.058987,2,23.83632
-0.025623,2,23.923818
0.016677,2,24.019425
0.03006,1,24.061214
0.086541,3,24.177862
-0.03997,1,24.227072
-0.096416,3,24.348609
-0.001411,1,24.397409
0.047083,5,24.606983
-0.019657,6,24.840323
-0.050728,5,25.033559
-0.02352,3,25.15815
-0.024954,1,25.202236
0.002052,4,25.373025
0.324355,2,25.460681
0.02174,1,25.50615
-0.022771,3,25.637756
-0.022943,2,25.719601
-0.023309,1,25.75438
0.108694,1,25.816004
0.002529,1,25.849656
-0.030151,1,25.884604
-0.112508,3,26.009766
0.056436,3,26.141297
-0.052368,3,26.251765
-0.034814,2,26.345551
0.009589,2,26.422804
-0.104108,1,26.468404
0.105488,4,26.630179
-0.05734,3,26.74821
0.026637,2,26.832293
0.044578,3,26.981182
-0.022123,3,27.109171
-0.023831,5,27.300493
0.009284,2,27.390867
0.041409,3,27.517868
-0.028346,3,27.644259
-0.014582,3,27.781971
-0.065337,3,27.896641
-0.027198,2,27.981619
-0.041805,1,28.034
0.005547,4,28.205271
-0.03007,1,28.24656
-0.012642,4,28.418905
0.010922,2,28.496125
-0.019113,2,28.576225
0.051378,3,28.697996
-0.006805,1,28.737292
-0.03262,2,28.822958
0.092835,3,28.930386
-0.077954,2,29.004886
-0.125444,1,29.042166
-0.026124,2,29.127154
0.023075,1,29.158126
-0.010814,6,29.395493
-0.00312,5,29.608165
0.027043,2,29.69515
-0.048811,2,29.79274
0.049523,3,29.920959
0.038055,3,30.049205
-0.039018,1,30.091377
0.119773,2,30.175259
0.035571,3,30.310388
-0.022954,2,30.391192
-0.097133,2,30.482355
0.01311,2,30.561754
0.013591,2,30.632852
0.04231,1,30.689929
0.041031,2,30.768622
-0.01351,3,30.885375
