#{"t_start": 1632853271.6103177, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.027019,1,2.776866
-0.012757,2,2.917865
-0.079189,3,3.163997
0.11253,3,3.373971
-0.022832,9,4.049576
0.038607,1,4.128787
-0.05906,4,4.441101
0.038274,4,4.748616
0.009803,2,4.917062
0.022538,1,4.986467
-0.025192,1,5.060724
-0.015395,3,5.324854
0.056551,2,5.484407
0.01718,2,5.647599
0.029011,1,5.73296
-0.035029,3,5.971317
0.011645,4,6.269225
-0.109988,2,6.417809
-0.002868,3,6.648849
0.082196,2,6.798999
0.052566,5,7.173829
0.001243,3,7.430481
-0.098317,3,7.661514
-0.037308,2,7.809818
-0.043556,1,7.952137
-0.008934,2,8.142705
-0.149138,6,8.610475
0.072025,3,8.845629
0.034384,4,9.194056
0.094278,2,9.378194
0.093849,6,9.838065
-0.079125,2,9.997965
-0.004719,2,10.162665
0.071355,6,10.643999
-0.026385,4,10.962243
-0.011995,2,11.167971
-0.036821,4,11.48446
-0.035024,1,11.558261
5.1e-05,3,11.803286
0.008123,4,12.100721
-0.009906,3,12.347606
0.007331,1,12.448062
0.041159,2,12.620122
0.037439,4,12.913245
-0.036585,1,13.028327
-0.029049,2,13.188124
0.020124,4,13.4991
0.021979,3,13.74001
-0.015234,1,13.813999
0.072033,3,14.014758
-0.01963,5,14.406465
0.018517,5,14.806299
0.092436,2,14.969378
0.015589,2,15.164268
-0.105875,6,15.651932
-0.054399,2,15.84488
-0.047878,2,16.005008
-0.131299,2,16.173104
-0.005094,2,16.326083
-0.237768,1,16.413457
-0.01051,2,16.550766
0.011957,3,16.796044
0.01248,3,17.016625
-0.038271,1,17.10602
-0.02739,1,17.185077
-0.109466,2,17.35086
0.009498,3,17.582394
-0.03034,2,17.723052
-0.011708,5,18.129523
-0.011864,4,18.468457
-0.006878,3,18.838066
-0.002082,1,18.924553
-0.068321,4,19.248726
0.041474,4,19.648975
-0.021056,4,19.978094
-0.003944,1,20.104571
0.060094,2,20.264112
-0.005447,3,20.502667
-0.028947,6,20.978406
0.0178,4,21.283483
0.005623,3,21.541468
0.000415,2,21.713524
-0.009243,1,21.79509
0.039932,1,21.880509
0.053462,3,22.220085
-0.107063,2,22.418022
-0.009487,2,22.569162
-0.023415,1,22.666247
-0.053792,3,22.900078
0.042463,5,23.308316
0.004113,1,23.386991
-0.043697,1,23.46923
-0.010042,1,23.552259
0.001768,6,24.102764
0.024568,3,24.328868
0.029777,5,24.707401
-0.078188,5,25.226928
-0.023751,2,25.398433
-0.094028,4,25.72074
0.008007,1,25.808269
0.157487,4,26.12744
0.009477,2,26.329284
-0.03166,6,26.823684
-0.040319,3,27.10744
-0.068725,3,27.369873
0.013772,2,27.545799
-0.025998,3,27.844553
-0.036767,2,28.03438
-0.059585,3,28.268236
-0.016039,1,28.354884
-0.010261,1,28.437392
0.096815,5,28.845358
0.021788,3,29.049696
0.233946,3,29.308005
-0.039637,4,29.594893
-0.004039,6,30.091429
-0.031285,1,30.165511
0.018212,2,30.337689
-0.026151,7,30.90021
-0.071432,2,31.056625
-0.176095,4,31.356437
0.038334,2,31.501502
0.002272,6,31.993253
0.022673,2,32.154923
0.02406,2,32.314416
-0.004808,6,32.802445
0.048713,2,32.955049
-0.007593,3,33.175729
0.006595,1,33.254094
0.035011,3,33.489937
-0.037181,3,33.723318
-0.046656,2,33.878367
0.004414,2,34.120958
0.000991,5,34.5052
-0.019763,4,34.793805
0.019344,2,34.953171
-0.037726,2,35.110971
-0.126616,2,35.296291
-0.054684,2,35.449483
-0.043505,2,35.629317
-0.037784,2,35.79402
-0.025626,4,36.111025
0.017191,3,36.441342
0.069096,3,36.728266
-0.016861,3,36.980489
0.003269,3,37.244034
0.037111,4,37.577062
0.002561,3,37.840202
-0.032817,7,38.393596
0.033286,4,38.738743
0.033494,2,38.904091
0.018892,3,39.166818
-0.001494,4,39.464123
-0.030929,4,39.768853
0.025551,2,39.917965
-0.034432,4,40.22514
-0.093886,3,40.425131
0.077809,4,40.722986
0.031103,3,40.947602
-0.02334,3,41.182805
-0.018072,5,41.577883
-0.032886,2,41.724273
-0.002088,3,41.971919
-0.020278,2,42.143693
0.0134,2,42.310971
-0.184661,1,42.387006
0.082132,5,42.807069
0.024611,4,43.162844
0.001951,2,43.358587
0.014063,6,43.82827
-0.027087,8,44.422846
0.005252,2,44.592675
0.049402,4,44.90995
-0.057102,1,44.989082
0.00959,1,45.057834
-0.050137,4,45.353642
0.004571,3,45.584756
-0.045763,4,45.886183
-0.023231,4,46.205656
-0.209577,2,46.368448
-0.085136,1,46.447203
-0.001731,2,46.601765
-0.01032,4,46.913327
-0.002815,2,47.053589
-0.020414,2,47.21373
