#{"t_start": 1632853271.6011076, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.006221,4,2.985448
-0.008621,2,3.153517
-0.073939,4,3.4363
0.148694,3,3.654933
-0.056127,2,3.796842
0.038607,1,3.881589
-0.012351,3,4.099597
0.056156,4,4.425325
0.013871,3,4.66627
0.025512,5,5.050471
-0.044745,2,5.218859
-0.051565,2,5.387739
0.029182,1,5.468553
0.004159,4,5.792629
0.029011,1,5.887415
-0.021524,3,6.117687
0.014904,3,6.332464
-0.083903,3,6.573828
-0.005175,4,6.872368
0.127437,2,7.010069
0.033573,1,7.088845
0.004695,2,7.243522
-0.047929,5,7.647325
-0.024774,5,8.127745
-0.033486,3,8.352665
-0.007944,4,8.673286
-0.077811,2,8.830147
0.072674,6,9.363629
0.028862,7,9.893251
0.082314,2,10.052316
0.122443,3,10.304434
-0.07019,3,10.522606
-0.018647,2,10.70318
0.041811,1,10.784521
-0.010564,3,11.053866
-0.022398,2,11.236902
-0.062094,1,11.309851
-0.025959,2,11.468272
-0.005571,1,11.548145
-0.013333,1,11.623517
0.001976,2,11.787688
0.021955,3,12.011119
0.041159,2,12.170297
0.034881,2,12.331093
-0.039333,2,12.524745
0.041815,3,12.753073
0.018194,4,13.094258
0.035188,2,13.262698
-0.010661,4,13.563147
0.038174,1,13.647677
-0.013644,3,13.866534
0.006309,4,14.167816
0.078447,2,14.309211
0.015963,2,14.470281
-0.035686,4,14.784695
-0.074099,2,14.944958
-0.042348,2,15.126578
-0.11178,3,15.383729
-0.011207,3,15.633495
0.049697,4,15.988612
-0.004576,3,16.246059
0.005377,1,16.306067
0.021974,5,16.699716
-0.044801,6,17.175139
-0.070478,5,17.562506
-0.071737,3,17.792497
0.00428,4,18.109016
-0.045405,2,18.286461
-0.008501,3,18.524082
-0.007396,2,18.812632
-0.017307,1,18.909232
0.003814,5,19.332283
-0.056473,4,19.74131
0.051651,1,19.816579
-0.030924,3,20.075511
-0.003944,1,20.182975
0.045075,1,20.249777
-0.022852,4,20.575817
-0.078128,2,20.742671
0.012411,3,20.961135
0.000325,1,21.041765
0.015573,4,21.347709
-0.000339,2,21.521485
0.057613,3,21.774042
0.047972,3,22.094804
-0.070143,3,22.397326
-0.002609,3,22.649143
-0.023415,1,22.730618
-0.051601,3,22.979017
0.026575,2,23.135233
0.022452,2,23.293372
-0.043697,1,23.37225
-0.025098,6,23.904687
-0.011665,2,24.08535
0.041389,4,24.402562
0.027864,5,24.777083
-0.048979,1,24.858906
-0.023847,3,25.202612
-0.104806,1,25.298352
0.008007,1,25.377775
0.133432,5,25.78512
0.023526,3,26.036521
-0.057196,3,26.306971
-0.046772,3,26.575416
-0.112491,2,26.722296
0.00033,1,26.799275
-0.071447,3,27.080828
0.011204,7,27.727791
-0.045459,2,27.930892
-0.005248,2,28.089455
-0.010261,1,28.165635
0.12643,2,28.339872
0.022097,1,28.423231
0.20127,5,28.821142
-0.024614,3,29.03494
-0.012504,1,29.125961
-0.026798,7,29.669611
0.015599,3,29.897114
-0.009297,8,30.553215
-0.076951,2,30.691375
-0.13996,1,30.769083
0.053335,2,30.969958
0.005959,3,31.194917
0.01142,5,31.565516
0.01854,2,31.736951
0.005684,5,32.139856
0.030294,2,32.29509
-0.020366,3,32.554312
0.027253,3,32.781292
0.034163,2,32.940893
-0.012288,5,33.318942
-0.046297,2,33.474457
0.007488,5,33.864792
0.01897,2,34.104334
-0.014206,2,34.250399
0.018827,4,34.564129
-0.030151,1,34.638648
-0.145312,4,34.935802
-0.059646,2,35.095054
-0.050069,2,35.266937
-0.017782,3,35.539866
-0.006627,1,35.604196
0.019337,2,35.77817
0.036771,1,35.853588
-0.018789,7,36.516202
-0.000381,3,36.822944
0.029849,3,37.057576
0.004814,1,37.141185
-0.031877,2,37.307966
0.044961,3,37.552352
0.037633,4,37.919203
-0.004338,3,38.141101
-0.007159,1,38.23058
-0.021678,5,38.635334
0.032062,3,38.87955
-0.040259,3,39.133337
-0.062769,3,39.380691
0.126648,4,39.690704
0.008014,6,40.130731
-0.037614,4,40.409878
-0.024419,3,40.635993
-0.026941,4,40.932307
-0.017141,5,41.330737
-0.032896,3,41.56054
0.002894,4,41.871968
-0.114068,3,42.123802
0.111596,2,42.299573
0.020298,3,42.520869
-0.001343,2,42.702601
-0.001046,3,42.954854
-0.023124,2,43.129649
-0.020196,4,43.496816
0.055178,1,43.57524
-0.044589,3,43.809308
0.000843,3,44.038486
-0.059252,4,44.323534
0.004458,2,44.485333
-0.040335,3,44.743191
-0.030259,3,44.969114
-0.13223,4,45.271509
-0.120593,4,45.56927
0.006785,6,46.040313
-0.051804,2,46.181735
0.001466,2,46.353534
-0.01906,4,46.670632
0.099718,5,47.034046
-0.048597,2,47.191474
-0.031623,2,47.346935
-0.075782,2,47.510365
-0.02815,6,47.977454
-0.019662,2,48.13132
0.014915,2,48.286197
0.130128,2,48.439497
0.071789,2,48.600837
0.01234,3,48.840732
-0.051812,1,48.915244
-0.014374,1,48.985878
-0.011587,3,49.227549
0.005491,1,49.306996
-0.004937,1,49.397364
-0.0007,3,49.645454
0.080373,6,50.100471
0.012453,1,50.184829
-0.018459,3,50.412516
-0.002971,5,50.777499
