#{"t_start": 1632853271.6158454, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.008958,4,3.013605
-0.016362,4,3.300647
-0.049199,2,3.449622
0.071393,1,3.514137
-0.025613,4,3.816547
0.042869,2,3.980261
-0.027442,2,4.137332
0.042697,3,4.368285
0.002948,3,4.619195
0.022538,1,4.686871
-0.067328,5,5.078287
-0.038061,4,5.407397
0.056551,2,5.579943
0.004493,1,5.656156
0.031235,2,5.825933
-0.00689,8,6.430514
0.017161,5,6.816025
-0.175927,2,6.956182
-0.001731,2,7.112164
0.071655,2,7.268227
0.048825,4,7.579056
0.001679,1,7.674232
-0.042707,2,7.823227
-0.042308,2,8.062198
-0.09079,6,8.531504
-0.010084,1,8.618822
-0.127078,4,8.938051
0.080221,2,9.11039
0.020391,2,9.311481
0.078379,5,9.68543
0.118079,3,9.92551
-0.058099,2,10.076688
-0.007855,3,10.330192
0.041811,1,10.398514
-0.010651,5,10.802181
-0.018545,1,10.896723
-0.054878,3,11.176954
-0.013017,4,11.493168
-0.008051,4,11.811691
-0.002087,2,11.95948
-0.018681,1,12.038655
0.020777,4,12.365598
0.02057,3,12.628155
0.045648,2,12.781818
-0.032392,4,13.11933
0.017869,4,13.431117
0.007961,2,13.58666
0.033948,2,13.752768
-0.011068,5,14.099619
0.070554,2,14.261545
-0.029812,1,14.341413
-0.012859,3,14.556576
0.135818,5,14.977383
0.032311,8,15.665948
-0.028434,3,15.923882
-0.059474,3,16.185414
-0.033696,2,16.334776
-0.10365,3,16.561118
-0.005787,3,16.808809
0.040496,3,17.029985
-0.016652,1,17.118826
0.01549,3,17.358668
0.020076,6,17.816316
-0.049074,2,17.96119
-0.054885,3,18.209139
-0.094791,4,18.547274
0.023395,3,18.932524
-0.032207,3,19.172798
-0.026881,5,19.674777
-0.003535,5,20.117615
-0.012884,2,20.277009
-0.002082,1,20.349787
-0.039998,2,20.511241
0.068524,2,20.680494
-0.016664,5,21.070483
0.060842,4,21.366701
0.055378,5,21.808103
-0.006014,2,21.992451
-0.057085,1,22.131267
0.017525,1,22.235845
-0.008107,9,23.003274
-0.001064,2,23.149888
0.001409,2,23.316845
0.067541,3,23.564255
0.045135,3,23.853538
-0.065833,1,23.924759
0.003961,4,24.260559
-0.030804,2,24.430722
-0.042058,3,24.636317
0.045861,3,24.902187
0.034547,3,25.237613
-0.059414,5,25.652891
-0.000261,4,25.973948
-0.00491,3,26.233416
0.026516,4,26.594647
0.018811,6,27.123258
-0.073456,3,27.380947
-0.051316,3,27.658699
-0.097306,2,27.859965
0.027636,4,28.194663
0.192996,4,28.529977
0.006802,5,28.921022
-0.047497,2,29.057378
-0.070868,2,29.226156
-0.051735,4,29.533662
0.011569,4,29.850524
-0.05758,1,29.924686
-0.032933,4,30.257516
-0.037551,1,30.350915
-0.005942,6,30.805088
0.003093,4,31.14397
0.104129,2,31.289582
0.030495,6,31.763389
0.185712,1,31.840376
-0.037941,4,32.16828
-0.006944,2,32.323024
-0.032884,7,32.889595
0.013752,5,33.262848
-0.029315,3,33.498379
-0.076951,2,33.652406
-0.182688,3,33.901073
0.03328,4,34.278423
-0.000611,4,34.583953
0.016999,5,34.961904
0.013886,3,35.212116
0.004107,3,35.45744
0.042364,3,35.712652
-0.00655,1,35.801972
0.019936,5,36.201123
0.03183,2,36.452107
-0.042767,2,36.656568
-0.077095,4,36.998029
0.001664,4,37.326391
0.006458,3,37.585724
-0.014206,2,37.761
0.03199,3,38.014731
-0.041011,5,38.402822
-0.117113,4,38.747509
-0.059762,2,38.917142
-0.053826,2,39.070409
-0.02769,2,39.263955
-0.006627,1,39.329391
0.022366,4,39.63183
0.036771,1,39.705046
-0.03834,4,40.008107
0.006986,3,40.238184
0.023081,5,40.581712
0.004814,1,40.655626
-0.032582,2,40.815865
0.074227,3,41.034207
0.033494,1,41.112833
0.046806,2,41.270425
-0.001431,2,41.429887
-0.029898,5,41.819395
0.037377,2,41.980516
-0.017191,1,42.060533
-0.044608,5,42.458874
0.064444,2,42.62802
0.038557,3,42.902345
-0.038817,4,43.281114
-0.023575,4,43.589138
-0.030869,1,43.674664
-0.011747,6,44.113005
-0.021116,3,44.342966
0.024055,2,44.513117
-0.182369,2,44.678658
0.066814,9,45.361351
0.020298,3,45.59245
0.002987,2,45.748503
0.001303,3,45.979525
-0.006433,3,46.218695
0.004293,3,46.455102
0.05295,3,46.684215
-0.057102,1,46.758872
0.015544,5,47.12763
-0.04,1,47.227274
-0.004001,3,47.453715
-0.036522,3,47.700195
-0.064712,1,47.77898
-0.127903,1,47.851228
-0.081419,4,48.159622
-0.000765,4,48.46289
-0.065803,2,48.624533
-0.00339,3,48.86452
-0.010421,2,49.009516
0.106728,2,49.166241
-0.0755,5,49.584694
-0.029123,2,49.738968
-0.071119,3,49.961695
-0.019733,2,50.133362
-0.022726,2,50.282423
0.012078,5,50.637426
0.116662,1,50.719064
0.064247,2,50.86126
0.017336,2,51.018977
0.032617,7,51.56706
-0.014374,1,51.659452
-0.020189,2,51.830772
0.005559,2,51.981349
-0.006837,3,52.223666
0.007252,7,52.760647
0.114706,5,53.139672
0.033994,4,53.455544
-0.009011,4,53.755793
-0.01374,2,53.91326
-0.055108,1,53.992804
0.007978,1,54.068964
0.012953,3,54.284338
0.001411,2,54.42299
-0.019111,2,54.584447
0.026176,4,54.869864
0.00275,1,54.953438
0.015664,1,55.0372
-0.000458,3,55.265123
-0.012833,6,55.716342
-0.001551,2,55.855989
-0.01292,5,56.244188
-0.002815,2,56.41025
-0.023223,3,56.637312
0.015962,3,56.864242
-0.001651,2,57.020092
0.004082,4,57.392225
-0.011622,2,57.563374
-0.016798,2,57.74052
0.006573,4,58.080177
0.020477,3,58.312026
0.099422,2,58.467268
-0.157811,3,58.710413
0.007455,5,59.078691
0.032037,3,59.341419
-0.032359,2,59.486512
0.105229,3,59.725894
-0.013584,3,59.971447
-0.028466,2,60.168127
0.000136,2,60.325565
-0.014155,4,60.63685
0.044457,1,60.725777
-0.017762,1,60.810072
0.012844,4,61.123701
0.038042,3,61.342497
0.081007,3,61.60197
0.032217,4,61.929203
0.003126,2,62.085367
0.002225,2,62.236858
0.002773,5,62.632044
-0.001945,2,62.792119
-0.12821,4,63.112286
0.004912,2,63.258527
0.05918,5,63.62577
-0.021036,5,64.032234
0.032203,1,64.107722
0.027294,1,64.178905
0.039029,1,64.272784
0.128179,3,64.518404
-0.076079,1,64.588798
-0.05612,4,64.871266
-0.041836,3,65.100793
-0.023172,1,65.189041
-0.003559,5,65.576844
0.023166,2,65.718467
-0.13386,2,65.87367
-0.008848,1,65.938522
-0.026051,3,66.173115
-0.004331,2,66.325486
-0.044454,6,66.79459
-0.038611,2,66.931903
0.016985,3,67.198852
-0.092705,6,67.667657
-0.085563,8,68.247047
0.013256,6,68.722282
-0.064762,2,68.868947
-0.108316,4,69.178331
0.003269,3,69.414097
0.017438,2,69.55735
0.136523,2,69.715807
-0.023565,8,70.290279
0.01214,2,70.434348
-0.198982,2,70.592416
0.050684,2,70.75215
-0.062234,5,71.151285
-0.056378,1,71.234586
-0.035985,3,71.459939
-0.01491,3,71.689474
-0.033126,3,71.922503
0.062323,3,72.15491
0.010402,4,72.456339
-0.031541,4,72.77466
-0.048747,3,72.996277
-0.020323,2,73.143938
-0.161582,4,73.43863
0.033883,3,73.656692
0.013829,3,73.868744
-0.01579,3,74.095001
0.054518,4,74.403654
0.029251,2,74.567003
-0.025104,5,74.972054
0.052261,7,75.511697
0.082485,2,75.684227
0.016084,3,75.910123
-0.039649,1,76.001452
0.0313,4,76.298145
0.020931,2,76.43741
-0.063578,4,76.747233
-0.031961,4,77.060966
0.040586,3,77.301235
-0.020024,4,77.578313
0.007682,4,77.876694
-0.057038,6,78.322774
0.087392,1,78.403819
-0.00824,3,78.637368
0.008166,1,78.72499
0.029697,2,78.886287
0.02472,3,79.090886
