#{"t_start": 1632853271.614042, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.02111,2,2.849825
-0.019393,2,3.008006
-0.049526,1,3.103291
0.082639,3,3.295002
-0.029335,4,3.597641
0.060819,3,3.810575
-0.027442,2,3.974552
0.043332,5,4.362501
0.005955,3,4.613416
0.038807,2,4.759951
-0.032149,2,4.923472
-0.033291,2,5.072627
0.040763,2,5.242111
0.025832,3,5.496177
0.029011,1,5.574196
-0.033091,3,5.82018
0.003554,4,6.134815
-0.106461,3,6.344543
0.007864,2,6.505781
0.061573,2,6.655911
0.050717,2,6.810355
0.009441,2,6.950394
-0.055436,2,7.106476
-0.04777,2,7.262121
-0.04949,4,7.573
-0.008934,2,7.747578
-0.105336,2,7.963249
0.074682,4,8.300976
0.034397,5,8.695117
0.067227,2,8.856912
0.111996,2,9.022156
-0.050076,2,9.205821
-0.017213,2,9.38968
0.049897,3,9.606589
-0.014125,4,9.919621
-0.010444,2,10.070894
-0.104914,2,10.24568
-0.020279,4,10.54157
-0.000302,4,10.890645
0.011186,5,11.331249
-0.018681,1,11.402568
0.027753,3,11.644817
0.028745,1,11.721724
0.047272,4,12.032909
-0.038054,4,12.359711
-0.036549,1,12.459801
0.011932,4,12.776087
0.03135,3,13.035821
-0.016988,2,13.200069
0.070554,2,13.346067
-0.023657,2,13.506176
-0.005661,3,13.747015
0.102356,3,13.943828
0.015284,2,14.09387
-0.026683,1,14.19461
-0.046899,2,14.335704
-0.039608,1,14.41274
-0.093626,4,14.712694
0.002129,4,15.061355
-0.026425,3,15.319415
-0.012971,2,15.510438
0.009479,3,15.776056
0.027469,3,16.012576
-0.038271,1,16.088534
-0.050838,8,16.722409
-0.078277,1,16.803098
0.015699,2,16.952352
-0.047571,3,17.194626
-0.051788,1,17.279079
-0.003442,3,17.49718
-0.009807,2,17.659832
-0.000232,4,17.955473
-0.03665,1,18.057537
0.073883,6,18.541462
-0.023162,1,18.628154
0.072494,6,19.255728
0.088598,3,19.518621
-0.01821,3,19.831225
-0.047085,2,19.992369
0.014786,5,20.424637
0.010975,3,20.674622
0.009529,5,21.064736
0.006933,5,21.453263
0.058484,4,21.802238
0.048309,2,21.985867
-0.079537,3,22.338879
-0.008215,3,22.582483
0.005192,4,22.912378
-0.061195,2,23.077746
0.032739,4,23.393927
0.004113,1,23.476243
-0.043697,1,23.558585
-0.010042,1,23.643607
-0.011107,1,23.72117
0.018727,1,23.846572
0.033534,4,24.174764
-0.059589,2,24.336069
-0.023751,2,24.500538
-0.104806,2,24.630316
0.022893,3,24.895921
0.151483,4,25.31648
0.019902,1,25.4118
-0.031867,5,25.815175
-0.048861,3,26.057448
-0.074632,2,26.227531
0.006003,3,26.47875
-0.044883,3,26.73587
-0.04912,1,26.835337
-0.037551,1,26.916406
0.006962,7,27.556391
-0.002241,4,27.955515
0.145505,2,28.103829
0.038115,2,28.275315
0.136271,6,28.758908
-0.023375,2,28.915275
-0.001859,3,29.148906
-0.053809,6,29.601367
0.019528,3,29.844848
-0.028216,3,30.098482
-0.061561,3,30.345025
-0.13996,1,30.426017
0.035834,2,30.573578
0.007548,3,30.797527
0.014309,3,31.063035
0.001243,5,31.44062
0.00298,2,31.58738
0.033088,1,31.680222
-0.001723,2,31.83439
0.006595,1,31.927443
0.03433,2,32.08614
-0.064102,2,32.242186
-0.04269,7,32.814318
-0.01199,3,33.044918
0.020937,1,33.10934
