#{"t_start": 1632853271.6213255, "env_id": "OrderExecutionEnvironment-v0"}
r,l,t
-0.01441,2,2.859595
-0.01166,2,3.025441
-0.041302,5,3.39408
0.103435,3,3.612085
-0.045772,2,3.75553
0.042735,3,3.987463
-0.036336,4,4.291876
0.044905,1,4.377528
-0.00013,2,4.534286
0.027102,3,4.779042
-0.078624,4,5.095289
-0.056779,1,5.169749
0.018022,3,5.420439
0.012736,4,5.745576
0.029011,1,5.838991
-0.035029,3,6.074027
0.009104,2,6.205907
-0.108636,2,6.35439
0.003776,3,6.596324
0.082773,4,6.894943
0.033573,2,7.042742
0.008015,3,7.276863
-0.071561,2,7.44636
-0.038731,2,7.596131
-0.066033,4,7.987557
-0.010084,1,8.076473
-0.109141,3,8.309729
0.083886,3,8.539505
0.018293,1,8.627205
0.05785,1,8.713618
0.139219,3,8.947769
-0.0687,2,9.120182
-0.021832,4,9.453241
0.082542,3,9.694228
-0.037254,1,9.777745
-0.020204,3,10.009362
-0.062094,1,10.08956
-0.028007,4,10.407455
0.001786,2,10.556046
-0.003756,2,10.732546
0.001976,2,10.905556
0.027145,3,11.186255
0.005621,7,11.73166
0.037198,4,12.051497
-0.063022,2,12.203311
-0.029049,2,12.378798
0.003739,7,12.937712
0.033948,2,13.128149
-0.012126,6,13.603854
0.029718,7,14.111853
-0.013644,3,14.349994
0.025563,6,14.825274
0.097425,2,14.990201
0.003507,1,15.075489
-0.065648,3,15.33169
-0.058545,5,15.795285
-0.02799,4,16.098011
-0.145225,3,16.342738
0.006741,3,16.572792
-0.237768,1,16.655017
0.012181,5,17.042991
0.01395,3,17.288487
0.033225,4,17.599632
-0.044977,5,17.978177
-0.04019,2,18.142766
-0.078277,1,18.228494
0.014542,3,18.480739
-0.017713,2,18.646897
-0.022476,2,18.940858
-0.012872,2,19.095003
-0.017884,2,19.276459
0.005274,2,19.43982
-0.039019,2,19.689644
0.051651,1,19.771105
-0.016933,2,19.918117
0.0329,2,20.126285
0.042903,5,20.524062
-0.004311,2,20.69802
-0.065894,3,20.906113
0.019989,3,21.144399
0.006052,3,21.379592
-0.009083,1,21.46806
-0.003248,2,21.646096
0.042575,3,21.896993
0.023007,4,22.350451
-0.065833,1,22.431246
0.000497,3,22.677738
-0.02264,2,22.839379
-0.00416,7,23.403503
0.031033,3,23.653119
0.049772,4,24.034213
-0.045871,2,24.19073
0.008467,2,24.350599
-0.010543,3,24.574868
0.02962,4,24.91103
0.023589,5,25.426003
-0.044013,3,25.665701
